comment,intent,primary_driver,value_orientation,affect
"Exodus of viable youths abroad looking for a better prospects is not a new phenomenon and Nepal is not alone on this.  This is inevitable and getting globally a new normal.  However, our own politicians made it worse, by creating an impossible situation by imposing more restrictions to those wishing to return the country.  While China, India and many countries are welcoming their citizens back to country with an open arms we are harnessing our citizens with retributions, contempts and vengefulness. Stop this nonsense, our youths have moved with time and we have definitely moved from Lal Babu Pundit’s ere.",Pro-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
Ukalo ma Santosh basnet ki subas basnet?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
नेता ले पाल्दिन्छन स्वास्नी छोरा छोरी उपचार दबाही खर्च ॐ शिव,Neutral/Observation,Needs Human Review,Needs Human Review,Pragmatic
541 BHAKO RAIXA 1541 KO THAU MA 2021 KO DATA  MA,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"नेपालमा राम्रो कमाई भए पनि के गर्ने???<br>सरकारी हो या प्राइवेट हस्पिटल मा लाखौं खर्च गर्ने क्षमता हुँदा पनि पार्टी को पहुंच नहुने हो भने राम्रो उपचार र सेवा पाइँदैन। भाग्य को खेल ले केही कानुनी सहयोग लिनु पर्ने भयो भने त के भन्नु। पैसा तिरे जस्तो न सेवा छ, न पैसा तिरे जस्तो लोकल होस् या विदेशी समान पाउँछ, साधारण एउटा मान्छे ले पाउने व्यक्तिगत हक पाउन नेता चिन्नु पर्छ भने नेपालमै लाखौं पैसा कमाएर के गर्ने???",Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
बाध्यता भहेसी लाग्नु नि पर्यो नि नेपा ल कि बिदेस रे घरा बसेर क्यार्नी हो नेता ले दिदैनन पैसा कता छ देसा रोज गार तेत्रो बिदेस रि ण तीन लाई पुग्दैन ॐ शिव,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
215 countries how?🤔,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Also when you mentioned a person in IT earning money in dollars; you made a very vague argument. just cos an individual works for foreign company while in Nepal, doesnt mean he is earning top dollar, they are getting grossly underpaid compared to foreign national. For example average salary of US software egr is 130-150k USD whereas in nepal its around 1-2k USD. You do the math. Foreign companies deliberately hire south asians giving them remote jobs so they can pay them SIGNIFICANTLY less than how much theyd have to pay a US citizen",Needs Human Review,Economic Necessity,Collectivist-Nation,Pragmatic
भावनाले जीवन चल्दैन…,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"तस्कर र भ्रष्ट नेता संग सातगठ छैन भने १००% विदेश, बस्नलाई परिवारको अनुह्वार हेरेर मात्र हुन्न, उनीहरूलाई पाल्नु पनि पर्यो",Neutral/Observation,Needs Human Review,Needs Human Review,Pragmatic
Sir nepali haru 215 ota des kasari jana sakxan world ma 195 ota des xa 2:15,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Nata passaion nata skill nata bidesh jani aath😢,Pro-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Dolar bhittarayune illegal 😢 xainna rw,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Nepal tyagera bidesh nai basni haru future pani sochnu jasari madhesh bata pahadi lakhetiyeko thiyo ek din bidesh bata Nepali nalakhetiyela vanna sakinna ..,Pro-Migration,Patriotism/Love,Collectivist-Nation,Needs Human Review
Yo question sarkaar sanga sodhnus youwa kina bidesh tira jadai xan...? Hun ta bhrastachari harulai k Matlab youwa ya basun ya bidesh jaun,Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Jau bidesh tarw 25 Vanda pahila jau ani 36 vanda pahila farkiyera bideshma kamako paisa Nepal ma business gara,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Yasto lamo country ma k basnu yaha bhada magera 10 hajar pauna muskil canadama tei bhada magera 4 lakh auxa,Pro-Migration,Needs Human Review,Collectivist-Nation,Pragmatic
Vakkar bidesh aako mah<br>Farkum farkum lagirako xah yoh video hererw tw 😪,Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
K study visa ma Russia janw sakinxha?,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
"Jun jogi ayeni kaan chiriyeko bhayera ho, 250 years samma desh bechera khane harule sashan garepaxi 10 years ma kasari change hunxa babu😅",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Needs Human Review
Who's cutting onion here?😭,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
Aba A.I. aisakyo bhai Nepal ta kangalai ho,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
27.12 minute ma  Success ko spelling galat bhayexa hai... criticize gareko haina galat bhayexa bhanera matrai bhaneko ho hai..,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Nepal ma basne ho bhane krishi garera aafaile customer lai bechna parcha,Anti-Migration,Needs Human Review,Individualist-Self,Pragmatic
dai subash basnet ho hai,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Kasto aashu nai aayo,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Nepali parents lai mbbs Ra engineering Ani loksewa baahek Aru kunai kaam kaam nai lagdaina,Neutral/Observation,Family Obligation,Collectivist-Family,Pragmatic
जुन काम सरकारले गर्नुपर्ने हो त्यो काम यो च्यानल ले गर्देको छ।,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
nepal ma kaam xa tra chineko manxe chainxa,Anti-Migration,Systemic/Political Anger,Individualist-Self,Pragmatic
"विदेश जानेकि देशमै केहि गर्ने भन्ने सोचमा रुमलिदा रुमालिदै इञ्जिनियरिङ्ग फिल्डमा रहेर काम गरेको पनि पांच वर्ष भएछ। समस्या एकातिर छन, रहर छन, सपना छन, जिमेवारी छन ।  कहिले काँही पलाएन भैदिउकि जस्तॊ नि लाग्छ तर फेरि कुनै दिन फर्केर आयासी के गर्ने कताबाट सुरु गर्ने भन्ने लाग्छ। पुरानो हुदै गएको घरको छानोले एकदिन अबस्य रुप फेर्नेछ, ताडिएका सम्बन्ध नजिक पक्कै हुनेछन, खुसियाली पक्कै छाउनेछ, दिन पक्कै फिर्नेछ, आशा को दियो अझई बलिरहेको छ,  बस केहि समय धैर्य गर्नु है आमा- बुवा !!<br>https://www.youtube.com/watch?v=pTRgJVx5zd0",Neutral/Observation,Needs Human Review,Needs Human Review,Pragmatic
Malai mero desh mero pariwar jati nai maya lagxa 🇳🇵*,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
"Ab bidesh nai jaane ho sir ..,...... Aru coment lekhn ni man xain😢",Pro-Migration,Patriotism/Love,Individualist-Self,Despairing/Sad
"yo video herera,<br>akha vari aasu varera aayo, <br>sathi haru bidesh gayera aayo, <br>khuci ko rang xarera aayo,<br>saat samundra paar tarera aayo,<br>tanna paisa kamayera aayo,<br>afno jindagi ma chai kalo badal xarera aayo,<br>aba bidesh jane ki afnai desha basne vanera man ma trass badera aayo,<br>feri pani yo video herera,<br>aakha vari aasu varera aayo.",Anti-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
Bidesh jani,Pro-Migration,Patriotism/Love,Individualist-Self,Pragmatic
"Hamro Neta haru le desh na luteko bhaye, Nepal basnu theek hunthiyo.",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Needs Human Review
Yahaaa hami Indian bhayaraw nepal ko citizenship pauna marehatyaa garyaa xam coz maya garxam yahe janemeyaa padhyaaa aahelay bachelor sedeyo  aap aayara citizenship ko absakta  parda k he paidaina,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
1541 wrong chha dai 541 vako chha,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Leave Leave Leave,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Aru kei haina Nepalese people just want to leave this country.,Needs Human Review,Systemic/Political Anger,Collectivist-Nation,Pragmatic
अर्काको देशमा दोस्रो श्रेणीको नागरिक भएर हातमा बल हुँदाखेरि मात्र हो पछि फेरि आफ्नो देश फर्किनुपर्छ बुढेसकाल लाग्दाखेरि,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
😢Nepal bachauna gaja legal garno paro,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Despairing/Sad
जहिले सम्म हामी युरोप अमेरिका अष्ट्रेलिया जानुमा गर्व गर्छौ। नेपाल बिकाश हुदैन ।<br>नेपाल मात्र यो गरे बिकास हुन्छ।<br><br>१. सारा नेपाल भोक मरि मा जानू पर्छ ताकि  एक छाक खानाका लागि सबैले ठुलो संघर्ष गर्न परोस।<br>२. १ जना ताना साह जन्मनु पर्छ जस्ले   भ्रस्टाचारि लाई सिधै गोलि हान्न सकोस। नत्र १०० बर्ष बन्दैन नेपाल,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Prachande, Sere, oli ra samasta neta haru ek choti Rakchas ko pyaro bhaye c ani ramro neta aaye c balla yuwa basna thalchan",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
Timi ley taw 100% copy paste gardo raixau taw bro aru ko video 😂,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
I'm afraid neta haru le desh sell garxa vanera I Heard Neta haru le Kati loan leko xa Nepal on big loan ... Kasari citizen haru le tirxan ...kamako paisa ma Kati tax halxan  I guess bidesh goera paisa kamera at least family Lai paisa ta pathanu paunxa  . Uuha haru le dukha garnu napaross jasto xa ... <br>Balen sir is doing good Tara sab Jana neta haru Pani balen sir jasto vako vaye we could be in top country 😞 but sadly chor neta haru xan corruption alwz 😢<br>Sad truth of my country 😭<br>I don't see my future ahead ... Loksewa ma nam nisera Pani k garne hjr interview ma ta sidai kina aako tapai re Ani kina yo luga lagako abo tapai januss vanxa ... 😢<br>So sad truth 😭,Pro-Migration,Family Obligation,Needs Human Review,Angry/Frustrated
Sure Mission 2084,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"who will stay when your 4 yr bachelor takes 6 years to complete .also who will stay when u cant even earn to fulfill your physical needs with the salary you earn after spending  lacs of rupees , time and effort just to take that certificate. and to those who are illiterate and unskilled , the work u will get is worst to think of with a penny salary and the inflation rate of our country's  economy is higher than Mt.everest height.  just because of worst politicians and bad governance every little new born and the whole generations has faced the worst of all till now and you still want to stay here? and think that those who went are there for to fulfill materialistic things? thanks to all those dirty mind games of all politicians and those persons who take benefit from these things nepal is getting nowhere from now..",Anti-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
